kota,lokasi,luas_lahan,luas_bangunan,kamar_tidur,kamar_mandi,keamanan_24jam,taman_bermain_anak,harga
Jakarta Utara,"Jalan Tabanas, Jakarta Utara 14250, Indonesia                                        Kelapa Gading, Jakarta Utara",105,113,6,6,Ada,Tidak,2300000000.0
Jakarta Timur,"Cilangkap, Jakarta Timur",55,36,2,1,Tidak,Tidak,500000000.0
Jakarta Selatan,"Jalan Mohamad Kafi I, Jakarta Selatan, Indonesia                                        Jagakarsa, Jakarta Selatan",1703,330,4,4,Ada,Tidak,15500000000.0
Jakarta Timur,"Cilangkap, Jakarta Timur",30,40,2,1,Tidak,Tidak,450000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",389,373,4,2,Tidak,Tidak,7490000000.0
Jakarta Selatan,"Pondok Indah, Jakarta Selatan",1935,1400,5,4,Ada,Tidak,80000000000.0
Jakarta Pusat,"Menteng, Jakarta Pusat",202,348,4,4,Tidak,Tidak,5500000000.0
Jakarta Timur,"Pondok Kelapa, Jakarta Timur",90,120,3,2,Ada,Ada,1300000000.0
Jakarta Timur,"Rawa Bunga, Jakarta Timur",200,180,5,4,Ada,Ada,4800000000.0
Jakarta Selatan,"Jalan Indojati, Jakarta 12330, Indonesia                                        Pesanggrahan, Jakarta Selatan",396,250,6,6,Ada,Tidak,4500000000.0
Jakarta Timur,"Cawang, Jakarta Timur",69,135,3,2,Tidak,Tidak,990000000.0
Jakarta Barat,Jakarta Barat,100,100,3,3,Ada,Ada,350000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",1349,750,4,5,Tidak,Tidak,35000000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",320,180,6,6,Tidak,Tidak,499000000.0
Jakarta Selatan,"Jl pesangrahan segera                                        Pesanggrahan, Jakarta Selatan",150,250,5,5,Tidak,Tidak,2450000000.0
Jakarta Selatan,"Garuda                                        Bintaro, Jakarta Selatan",550,450,5,5,Tidak,Tidak,8500000000.0
Jakarta Utara,"Cipeucang, Koja                                        Koja, Jakarta Utara",93,186,5,2,Tidak,Tidak,400000000.0
Jakarta Selatan,"Veteran Bintaro                                        Pesanggrahan, Jakarta Selatan",260,300,5,5,Tidak,Tidak,5500000000.0
Jakarta Selatan,"Kebayoran Lama, Jakarta Selatan",831,1000,5,5,Tidak,Tidak,42000000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",904,1200,4,4,Tidak,Tidak,130000000000.0
Jakarta Selatan,"Kebayoran Lama, Jakarta Selatan",635,1024,5,5,Tidak,Tidak,55000000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",1084,400,4,5,Tidak,Tidak,45000000000.0
Jakarta Selatan,"Kebayoran Lama, Jakarta Selatan",392,435,4,5,Tidak,Tidak,10500000000.0
Jakarta Barat,"Tomang, Jakarta Barat",226,378,11,11,Tidak,Tidak,8900000000.0
Jakarta Selatan,"Kebayoran Lama, Jakarta Selatan",390,300,5,5,Tidak,Tidak,8900000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",531,320,5,4,Tidak,Tidak,7500000000.0
Jakarta Selatan,"Mampang Prapatan, Jakarta Selatan",300,550,11,11,Tidak,Tidak,18000000000.0
Jakarta Selatan,"Kebayoran Lama, Jakarta Selatan",520,409,5,3,Tidak,Tidak,19000000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",630,490,6,4,Tidak,Tidak,16000000000.0
Jakarta Selatan,"Pasar Minggu, Jakarta Selatan",468,600,11,5,Tidak,Tidak,16000000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",377,500,5,5,Tidak,Tidak,10900000000.0
Jakarta Selatan,"Pesanggrahan, Jakarta Selatan",320,320,4,3,Tidak,Tidak,8300000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",250,160,5,3,Tidak,Tidak,15000000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",308,600,4,5,Tidak,Tidak,25000000000.0
Jakarta Barat,"Tomang, Jakarta Barat",200,160,4,3,Tidak,Tidak,4200000000.0
Jakarta Selatan,"Pesanggrahan, Jakarta Selatan",200,120,3,2,Tidak,Tidak,2950000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",186,165,4,4,Tidak,Tidak,3920000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",90,245,3,3,Tidak,Tidak,3310000000.0
Jakarta Timur,"Kramat Jati, Jakarta Timur",70,70,3,2,Ada,Tidak,900000000.0
Jakarta Timur,"Cilangkap, Jakarta Timur",70,70,3,2,Ada,Tidak,900000000.0
Jakarta Timur,"Cijantung, Jakarta Timur",70,70,3,2,Ada,Tidak,900000000.0
Jakarta Timur,"Bambu Apus, Jakarta Timur",70,70,3,2,Ada,Tidak,900000000.0
Jakarta Barat,"Jalan Perumahan Citra Garden 2, Jakarta Barat 11830, Indonesia                                        Kalideres, Jakarta Barat",150,150,3,2,Ada,Tidak,2500000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",339,340,4,7,Tidak,Tidak,14500000000.0
Jakarta Selatan,"Pancoran, Jakarta Selatan",600,430,7,7,Tidak,Tidak,13000000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",689,632,6,5,Tidak,Tidak,18000000000.0
Jakarta Selatan,"Kebayoran Lama, Jakarta Selatan",160,500,3,2,Tidak,Tidak,17000000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",500,265,4,2,Tidak,Tidak,15500000000.0
Jakarta Utara,"Kelapa Gading Timur, Jakarta Utara",120,140,4,2,Tidak,Tidak,2000000000.0
Jakarta Barat,"Kembangan, Jakarta Barat",250,80,5,3,Tidak,Tidak,5000000000.0
Jakarta Selatan,"Pasar Minggu, Jakarta Selatan",185,250,4,4,Tidak,Tidak,5800000000.0
Jakarta Selatan,"Pasar Minggu, Jakarta Selatan",255,322,6,4,Tidak,Tidak,4800000000.0
Jakarta Selatan,"Pancoran, Jakarta Selatan",245,210,3,2,Tidak,Tidak,5100000000.0
Jakarta Timur,"Pondok Bambu, Jakarta Timur",70,70,3,2,Ada,Tidak,900000000.0
Jakarta Selatan,"Jl. Joe Klp.Tiga Jagakarsa Jakarta Selatan                                        Jagakarsa, Jakarta Selatan",581,350,5,5,Tidak,Tidak,9000000000.0
Jakarta Selatan,"Kebayoran Lama, Jakarta Selatan",983,537,4,5,Tidak,Tidak,33300000000.0
Jakarta Pusat,"Menteng, Jakarta Pusat",519,470,5,4,Tidak,Tidak,39000000000.0
Jakarta Selatan,"Kemang, Jakarta Selatan",600,600,6,6,Tidak,Tidak,29000000000.0
Jakarta Selatan,"Pasar Minggu, Jakarta Selatan",211,275,4,4,Tidak,Tidak,5500000000.0
Jakarta Timur,"Pulo Gadung, Jakarta Timur",145,435,3,3,Tidak,Tidak,6300000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",260,520,4,4,Tidak,Tidak,6300000000.0
Jakarta Barat,"Kalideres, Jakarta Barat",300,352,5,3,Tidak,Tidak,7900000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",134,369,4,4,Tidak,Tidak,6700000000.0
Jakarta Timur,"Pondok Ranggon, Jakarta Timur",70,70,3,2,Ada,Tidak,900000000.0
Jakarta Utara,"Ancol, Jakarta Utara",450,1050,5,5,Tidak,Tidak,29000000000.0
Jakarta Utara,"Pluit, Jakarta Utara",228,270,4,4,Tidak,Tidak,6000000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",830,900,4,5,Tidak,Tidak,81200000000.0
Jakarta Selatan,"Kemang, Jakarta Selatan",450,435,4,3,Tidak,Tidak,15000000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",403,240,3,4,Tidak,Tidak,29500000000.0
Jakarta Selatan,"Ciganjur, Jakarta Selatan",176,200,3,3,Tidak,Tidak,3200000000.0
Jakarta Selatan,"Kebayoran Lama, Jakarta Selatan",406,350,4,3,Tidak,Tidak,22000000000.0
Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",209,150,5,5,Tidak,Tidak,4598000000.0
Jakarta Selatan,"Pesanggrahan, Jakarta Selatan",280,400,5,4,Tidak,Tidak,5500000000.0
Jakarta Pusat,"Cikini, Jakarta Pusat",60,30,2,1,Ada,Tidak,578000000.0
Jakarta Barat,"Cengkareng, Jakarta Barat",75,110,3,3,Tidak,Tidak,1775000000.0
Jakarta Timur,"Cipayung, Jakarta Timur",105,225,3,3,Tidak,Tidak,1500000000.0
Jakarta Selatan,"Karet Kuningan, Jakarta Selatan",168,228,6,3,Tidak,Tidak,3000000000.0
Jakarta Utara,"Tanjung Priok, Jakarta Utara",300,375,4,4,Tidak,Tidak,9500000000.0
Jakarta Selatan,"Ciganjur, Jakarta Selatan",90,170,4,4,Ada,Tidak,2200000000.0
Jakarta Timur,"Condet, Jakarta Timur",68,68,3,2,Ada,Tidak,799000000.0
Jakarta Selatan,"Hanglekir                                        Senayan, Jakarta Selatan",436,380,6,6,Tidak,Tidak,19500000000.0
Jakarta Utara,"Kapuk Muara, Jakarta Utara",40,70,3,2,Tidak,Tidak,550000000.0
Jakarta Timur,"Rawamangun, Jakarta Timur",85,270,5,3,Tidak,Tidak,2700000000.0
Jakarta Utara,"Sunter (Jakarta Utara)                                        Sunter, Jakarta Utara",210,250,4,3,Ada,Tidak,5800000000.0
Jakarta Selatan,"Lenteng Agung, Jakarta Selatan",195,150,3,3,Tidak,Tidak,1200000000.0
Jakarta Timur,"Condet, Jakarta Timur",170,220,4,3,Ada,Ada,2500000000.0
Jakarta Selatan,"Pejaten, Jakarta Selatan",500,650,6,6,Tidak,Tidak,13950000000.0
Jakarta Selatan,"Pesanggrahan, Jakarta Selatan",200,178,4,3,Tidak,Tidak,3000000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",66,120,3,3,Tidak,Tidak,1650000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",160,160,3,3,Tidak,Tidak,7700000000.0
Jakarta Timur,"Kampung Melayu, Jakarta Timur",400,500,7,6,Ada,Ada,9000000000.0
Jakarta Selatan,Jakarta Selatan,275,200,3,3,Ada,Tidak,4600000000.0
Jakarta Selatan,"Kebagusan, Jakarta Selatan",119,245,5,4,Ada,Tidak,3200000000.0
Jakarta Selatan,"Pancoran, Jakarta Selatan",43,48,2,2,Tidak,Tidak,1915000000.0
Jakarta Selatan,"Petukangan Selatan, Jakarta Selatan",160,79,4,2,Tidak,Tidak,1300000000.0
Jakarta Barat,"jl tanjung duren barat                                        Tanjung Duren, Jakarta Barat",130,109,2,2,Tidak,Tidak,3700000000.0
Jakarta Barat,"kebon jeruk mangga 8                                        Duri Kepa, Jakarta Barat",135,220,4,2,Tidak,Tidak,1800000000.0
Jakarta Barat,"tosiga kebon jeruk                                        Kebon Jeruk, Jakarta Barat",357,357,4,2,Tidak,Tidak,10500000000.0
Jakarta Barat,"taman ratu jalan flamboyan                                        Kebon Jeruk, Jakarta Barat",75,150,3,3,Tidak,Tidak,1900000000.0
Jakarta Utara,"kelapa nias kelapa gading                                        Kelapa Gading, Jakarta Utara",160,240,5,5,Tidak,Tidak,4000000000.0
Jakarta Barat,"Indonesia, Jakarta Barat, Jalan Gelong Baru Utara II                                        Grogol Petamburan, Jakarta Barat",324,150,3,2,Tidak,Tidak,6500000000.0
Jakarta Selatan,"Indonesia, Jakarta Selatan, Jalan Batu Merah                                        Pejaten Timur, Jakarta Selatan",720,500,4,2,Tidak,Tidak,10900000000.0
Jakarta Barat,"Indonesia, Jakarta Barat, Jalan Aipda KS Tubun 3                                        Slipi, Jakarta Barat",811,300,7,7,Tidak,Tidak,16500000000.0
Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",31,60,2,3,Tidak,Tidak,712000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",275,250,4,4,Tidak,Tidak,7800000000.0
Jakarta Selatan,"Cipete, Jakarta Selatan",131,240,6,3,Tidak,Tidak,3700000000.0
Jakarta Utara,"Pantai indah Kapuk - Jakarta Utara                                        Pantai Indah Kapuk, Jakarta Utara",290,480,6,6,Ada,Tidak,8000000000.0
Jakarta Timur,"Kota Wisata, Jakarta Timur",24,160,3,3,Ada,Tidak,3600000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",90,120,4,4,Tidak,Tidak,2035500000.0
Jakarta Timur,"Cibubur, Jakarta Timur",180,180,4,4,Ada,Ada,2500000000.0
Jakarta Selatan,"Kemang, Jakarta Selatan",500,600,6,6,Tidak,Tidak,29000000000.0
Jakarta Selatan,"Kemang, Jakarta Selatan",500,600,6,6,Tidak,Tidak,29000000000.0
Jakarta Barat,"Taman Sari, Jakarta Barat",247,300,3,3,Tidak,Tidak,4000000000.0
Jakarta Barat,"Cengkareng, Jakarta Barat",180,250,4,2,Tidak,Tidak,4500000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",161,400,6,5,Tidak,Tidak,6000000000.0
Jakarta Barat,"Marketing Gallery Palm City, Jalan Satu Maret, Pegadungan Jakarta Barat                                        Pegadungan, Jakarta Barat",60,60,2,2,Ada,Ada,1500000000.0
Jakarta Barat,"Marketing Gallery Palm City, Jalan Satu Maret, Jakarta Barat 11830, Indonesia                                        Pegadungan, Jakarta Barat",60,60,2,2,Ada,Ada,1500000000.0
Jakarta Barat,"Marketing Gallery Palm City, Jalan Satu Maret, Jakarta Barat 11830, Indonesia                                        Pegadungan, Jakarta Barat",60,60,2,2,Ada,Ada,1500000000.0
Jakarta Barat,"Marketing Gallery Palm City, Jalan Satu Maret, Jakarta Barat 11830, Indonesia                                        Pegadungan, Jakarta Barat",60,60,2,2,Ada,Ada,1500000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",127,110,3,2,Tidak,Tidak,2500000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",450,1200,5,4,Tidak,Tidak,28000000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",465,550,5,5,Tidak,Tidak,19500000000.0
Jakarta Selatan,Jakarta Selatan,51,58,2,2,Ada,Tidak,990000000.0
Jakarta Timur,"Rawamangun Jakarta Timur                                         Rawamangun, Jakarta Timur",105,140,4,4,Ada,Tidak,3500000000.0
Jakarta Selatan,"Jl. Melati No. 12B Ragunan                                        Pasar Minggu, Jakarta Selatan",992,610,5,5,Ada,Tidak,13500000000.0
Jakarta Timur,"Jl. Matraman I No 5B                                        Matraman, Jakarta Timur",982,1041,5,5,Ada,Tidak,13500000000.0
Jakarta Barat,"Jl. Pahlawan Kb. Jeruk                                        Kebon Jeruk, Jakarta Barat",149,200,3,3,Tidak,Tidak,3000000000.0
Jakarta Barat,"Kembangan, Jakarta Barat",457,385,4,4,Ada,Tidak,6000000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",125,176,4,4,Tidak,Tidak,2300000000.0
Jakarta Timur,"Jalan Alternatif Cibubur, Jakarta Timur, Indonesia                                        Cibubur, Jakarta Timur",75,80,3,1,Ada,Ada,999000000.0
Jakarta Barat,"Joglo, Jakarta Barat",250,135,6,6,Ada,Tidak,3750000000.0
Jakarta Pusat,"Cempaka Baru, Jakarta Pusat",85,200,4,3,Ada,Tidak,1800000000.0
Jakarta Selatan,"Gandaria, Jakarta Selatan",181,300,4,4,Tidak,Tidak,12000000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",132,170,4,3,Tidak,Tidak,3250000000.0
Jakarta Selatan,Jakarta Selatan,51,58,2,2,Ada,Tidak,1190000000.0
Jakarta Selatan,"Kalibata, Jakarta Selatan",81,150,2,3,Tidak,Tidak,2800000000.0
Jakarta Timur,"Rawamangun, Jakarta Timur",90,120,3,2,Ada,Tidak,2500000000.0
Jakarta Selatan,"Pesanggrahan, Jakarta Selatan",691,678,6,6,Tidak,Tidak,14000000000.0
Jakarta Selatan,"Jati Padang, Jakarta Selatan",1200,400,7,7,Tidak,Ada,14500000000.0
Jakarta Selatan,"Kahfi 1 Jagakarsa Jaksel                                        Jagakarsa, Jakarta Selatan",76,150,4,4,Tidak,Tidak,1700000000.0
Jakarta Selatan,"Kuningan, Jakarta Selatan",960,1500,8,8,Tidak,Tidak,100000000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",661,450,11,11,Tidak,Tidak,18500000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",496,550,4,4,Tidak,Tidak,14500000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",170,240,3,3,Tidak,Tidak,5750000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",134,120,3,3,Tidak,Tidak,2300000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",90,138,4,4,Tidak,Tidak,2600000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",110,180,4,4,Tidak,Tidak,2400000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",90,210,4,4,Tidak,Tidak,3500000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",150,160,4,4,Tidak,Tidak,3000000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",530,610,4,4,Tidak,Tidak,20500000000.0
Jakarta Selatan,"Tanah Kusir, Jakarta Selatan",370,500,6,6,Ada,Tidak,14500000000.0
Jakarta Selatan,"Gg langgar                                        Jagakarsa, Jakarta Selatan",208,90,3,3,Tidak,Tidak,3500000000.0
Jakarta Timur,"Kota Wisata, Jakarta Timur",240,180,5,4,Ada,Ada,2400000000.0
Jakarta Timur,"Kota Wisata, Jakarta Timur",120,150,4,3,Ada,Tidak,1550000000.0
Jakarta Timur,"Utan Kayu, Jakarta Timur",40,110,3,3,Tidak,Tidak,1200000000.0
Jakarta Selatan,"Jalan Bangka                                        Kemang, Jakarta Selatan",600,239,6,6,Tidak,Tidak,12000000000.0
Jakarta Selatan,"Jalan Permata Hijau                                        Permata Hijau, Jakarta Selatan",438,264,7,7,Tidak,Tidak,20000000000.0
Jakarta Barat,"kembang elok                                        Puri Indah, Jakarta Barat",140,250,4,4,Tidak,Tidak,5900000000.0
Jakarta Pusat,"Sawah Besar, Jakarta Pusat",145,115,4,4,Tidak,Tidak,4750000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",187,330,3,3,Tidak,Tidak,7500000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",175,146,2,2,Tidak,Tidak,3090000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",160,300,3,3,Tidak,Tidak,5100000000.0
Jakarta Pusat,"Menteng, Jakarta Pusat",646,200,3,3,Tidak,Tidak,55000000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",1438,389,4,4,Tidak,Tidak,24900000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",135,260,4,4,Tidak,Tidak,4300000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",299,400,4,4,Tidak,Tidak,13500000000.0
Jakarta Selatan,"Lebak Bulus, Jakarta Selatan",240,300,9,9,Tidak,Tidak,7200000000.0
Jakarta Selatan,"Jl.Cilandak Barat,Jakarta Selatan,DKI Jakarta                                        Cilandak Barat, Jakarta Selatan",393,300,3,4,Tidak,Tidak,8000000000.0
Jakarta Selatan,"Jalan Cilandak Permai Raya, Jakarta Selatan 12430, Indonesia                                        Cilandak, Jakarta Selatan",1650,1200,9,9,Ada,Ada,85000000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",128,175,3,3,Tidak,Tidak,3900000000.0
Jakarta Utara,"Pademangan, Jakarta Utara",34,100,3,1,Tidak,Tidak,325000000.0
Jakarta Timur,"Cibubur, Jakarta Timur",36,60,3,2,Ada,Ada,715000000.0
Jakarta Timur,"Kota Wisata, Jakarta Timur",220,300,4,4,Tidak,Tidak,3500000000.0
Jakarta Timur,"Gedong, Jakarta Timur",372,200,8,8,Tidak,Tidak,2500000000.0
Jakarta Timur,"Jl. Manunggal No.4, Klp. Dua Wetan, Kec. Ciracas, Jakarta Timur, DKI Jakarta                                        Ciracas, Jakarta Timur",40,52,3,3,Ada,Tidak,709000000.0
Jakarta Timur,"2, Jl. Nanas I No.10, RT.10/RW.3, Utan Kayu Utara, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13120                                        Matraman, Jakarta Timur",30,50,2,2,Ada,Tidak,700000000.0
Jakarta Barat,"Duri Kepa, Jakarta Barat",154,350,3,4,Tidak,Tidak,5000000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",619,700,5,4,Tidak,Tidak,22000000000.0
Jakarta Barat,"Jl.Inspeksi Kali Grogol                                        Palmerah, Jakarta Barat",75,150,4,2,Tidak,Tidak,950000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",29,55,2,2,Tidak,Tidak,500000000.0
Jakarta Selatan,"Villa Cinere Mas                                        Lebak Bulus, Jakarta Selatan",443,550,7,7,Ada,Tidak,6300000000.0
Jakarta Timur,"Kota Wisata, Jakarta Timur",123,200,5,4,Tidak,Tidak,1550000000.0
Jakarta Selatan,"Tebet Timur, Jakarta Selatan",133,140,3,3,Tidak,Tidak,2800000000.0
Jakarta Selatan,"Cipete, Jakarta Selatan",1000,1340,8,8,Tidak,Tidak,14000000000.0
Jakarta Selatan,"Jalan Pertanian 3, Jakarta Selatan 12440, Indonesia                                        Lebak Bulus, Jakarta Selatan",334,300,4,4,Ada,Tidak,6500000000.0
Jakarta Timur,"Klender, Jakarta Timur",60,90,2,2,Ada,Ada,650000000.0
Jakarta Selatan,"Vila Delima                                        Lebak Bulus, Jakarta Selatan",446,500,6,6,Ada,Tidak,12500000000.0
Jakarta Timur,"Cilangkap, Jakarta Timur",85,116,3,3,Tidak,Tidak,986000000.0
Jakarta Timur,"Jalan Cibubur IV, Jakarta Timur 13720, Indonesia                                        Ciracas, Jakarta Timur",61,105,3,2,Ada,Ada,975000000.0
Jakarta Barat,"Grogol Petamburan, Jakarta Barat",38,70,3,1,Tidak,Tidak,850000000.0
Jakarta Timur,"Jl Manggar Pd Kelapa Jakarta TImur                                         Pondok Kelapa, Jakarta Timur",90,160,4,3,Ada,Tidak,1450000000.0
Jakarta Timur,"Rawamangun, Jakarta Timur",85,270,5,4,Tidak,Tidak,2700000000.0
Jakarta Timur,"Rawamangun, Jakarta Timur",85,270,5,4,Tidak,Tidak,2700000000.0
Jakarta Timur,"Rawamangun, Jakarta Timur",85,250,5,5,Tidak,Tidak,2700000000.0
Jakarta Pusat,"Senen, Jakarta Pusat",366,295,7,5,Ada,Tidak,6800000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",315,365,4,3,Tidak,Tidak,15000000000.0
Jakarta Timur,"Pondok Kelapa, Jakarta Timur",90,150,4,4,Tidak,Tidak,1800000000.0
Jakarta Timur,"Pondok Kelapa, Jakarta Timur",90,120,4,3,Ada,Tidak,2100000000.0
Jakarta Timur,"Pondok kelapa Jakarta Timur                                        Pondok Kelapa, Jakarta Timur",99,230,5,5,Tidak,Tidak,1500000000.0
Jakarta Timur,"Pondok Kelapa, Jakarta Timur",90,140,3,3,Ada,Ada,2100000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",242,312,4,4,Ada,Tidak,15900000000.0
Jakarta Timur,"Jatinegara, Jakarta Timur",180,240,4,2,Tidak,Tidak,3150000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",180,292,11,11,Tidak,Tidak,3200000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",400,409,3,3,Tidak,Tidak,32000000000.0
Jakarta Utara,"Tanjung Priok, Jakarta Utara",530,1400,8,7,Tidak,Tidak,20000000000.0
Jakarta Pusat,"Senen, Jakarta Pusat",1400,774,11,11,Tidak,Tidak,16500000000.0
Jakarta Timur,"Rawamangun, Jakarta Timur",303,250,3,2,Tidak,Tidak,6300000000.0
Jakarta Barat,"Taman Sari, Jakarta Barat",78,365,11,11,Tidak,Tidak,5900000000.0
Jakarta Selatan,"Jl. Joe Klp.Tiga Jagakarsa Jakarta Selatan                                        Jagakarsa, Jakarta Selatan",581,350,5,5,Tidak,Tidak,9000000000.0
Jakarta Timur,"Pulo Gadung, Jakarta Timur",135,200,4,4,Tidak,Tidak,3900000000.0
Jakarta Selatan,"Pasar Minggu, Jakarta Selatan",101,220,3,3,Tidak,Tidak,3500000000.0
Jakarta Barat,"The Pasadena, Jakarta Barat 11730, Indonesia                                        Cengkareng Timur, Jakarta Barat",52,52,2,2,Ada,Tidak,1350000000.0
Jakarta Timur,"Ciracas, Jakarta Timur",900,300,6,6,Tidak,Tidak,11000000000.0
Jakarta Barat,"Jl. Jelambar                                        Jelambar, Jakarta Barat",59,100,3,3,Tidak,Tidak,1600000000.0
Jakarta Selatan,"Jalan Pondok Labu Indah, Jakarta Selatan 12450, Indonesia                                        Pondok Labu, Jakarta Selatan",79,160,4,4,Ada,Ada,1200000000.0
Jakarta Selatan,"Mampang Prapatan, Jakarta Selatan",263,215,4,2,Tidak,Tidak,4950000000.0
Jakarta Barat,"Meruya, Jakarta Barat",160,100,3,2,Tidak,Tidak,1800000000.0
